state,year,month,cases,deaths,temperature_c,rainfall_mm,humidity_pct,population_millions,incidence_per_100k
Andhra Pradesh,2016,3,61,0,28.7,5.2,61.5,53,115.09433962264151
Andhra Pradesh,2016,4,63,0,29.4,24.0,70.1,53,118.86792452830188
Andhra Pradesh,2016,5,50,0,30.6,31.3,55.6,53,94.33962264150944
Andhra Pradesh,2016,6,343,0,27.4,6.7,45.6,53,647.1698113207548
Andhra Pradesh,2016,7,596,1,28.8,204.5,69.4,53,1124.5283018867924
Andhra Pradesh,2016,8,789,1,28.4,220.5,97.2,53,1488.6792452830189
Andhra Pradesh,2016,9,872,2,26.9,122.1,73.7,53,1645.2830188679247
Andhra Pradesh,2016,10,692,0,30.2,245.9,83.2,53,1305.6603773584905
Andhra Pradesh,2016,11,619,0,36.1,11.3,63.1,53,1167.9245283018868
Andhra Pradesh,2016,12,676,1,30.5,0.6,46.9,53,1275.4716981132076
Andhra Pradesh,2017,1,55,0,27.5,18.1,44.1,53,103.77358490566037
Andhra Pradesh,2017,2,164,0,32.8,7.2,37.1,53,309.433962264151
Andhra Pradesh,2017,3,95,0,34.1,1.1,62.6,53,179.24528301886792
Andhra Pradesh,2017,4,99,0,35.7,4.5,55.4,53,186.7924528301887
Andhra Pradesh,2017,5,84,0,35.7,0.5,46.7,53,158.49056603773585
Andhra Pradesh,2017,6,331,0,32.7,3.2,64.9,53,624.5283018867925
Andhra Pradesh,2017,7,377,0,29.3,187.1,61.3,53,711.3207547169811
Andhra Pradesh,2017,8,831,2,31.0,168.6,63.6,53,1567.9245283018868
Andhra Pradesh,2017,9,1392,2,27.5,173.3,59.5,53,2626.4150943396226
Andhra Pradesh,2017,10,1427,2,26.1,245.0,65.0,53,2692.452830188679
Andhra Pradesh,2017,11,719,2,35.4,7.2,37.6,53,1356.6037735849056
Andhra Pradesh,2017,12,496,0,25.3,5.7,46.6,53,935.8490566037735
Andhra Pradesh,2018,1,99,0,30.5,2.5,29.8,53,186.7924528301887
Andhra Pradesh,2018,2,79,0,34.7,1.3,52.2,53,149.0566037735849
Andhra Pradesh,2018,3,59,0,28.0,7.2,47.3,53,111.32075471698113
Andhra Pradesh,2018,4,75,0,26.0,12.7,48.4,53,141.50943396226415
Andhra Pradesh,2018,5,121,0,29.2,11.3,20.5,53,228.30188679245285
Andhra Pradesh,2018,6,677,2,32.1,0.1,46.8,53,1277.3584905660377
Andhra Pradesh,2018,7,353,1,29.0,182.3,77.5,53,666.0377358490566
Andhra Pradesh,2018,8,738,1,25.1,338.6,60.8,53,1392.4528301886792
Andhra Pradesh,2018,9,680,0,31.0,139.7,64.4,53,1283.0188679245284
Andhra Pradesh,2018,10,787,2,22.7,232.3,84.2,53,1484.9056603773586
Andhra Pradesh,2018,11,418,0,23.7,1.1,48.7,53,788.6792452830189
Andhra Pradesh,2018,12,470,1,27.8,1.8,44.2,53,886.7924528301886
Andhra Pradesh,2019,1,84,0,32.7,0.8,69.5,53,158.49056603773585
Andhra Pradesh,2019,2,91,0,32.9,0.1,73.5,53,171.69811320754718
Andhra Pradesh,2019,3,69,0,31.3,3.3,53.2,53,130.18867924528303
Andhra Pradesh,2019,4,69,0,26.1,7.9,57.3,53,130.18867924528303
Andhra Pradesh,2019,5,114,0,32.1,15.9,20.5,53,215.0943396226415
Andhra Pradesh,2019,6,360,0,37.2,7.9,46.7,53,679.2452830188679
Andhra Pradesh,2019,7,576,0,26.9,171.7,80.6,53,1086.7924528301887
Andhra Pradesh,2019,8,759,1,26.8,210.3,88.1,53,1432.0754716981132
Andhra Pradesh,2019,9,1165,3,24.5,234.1,77.8,53,2198.11320754717
Andhra Pradesh,2019,10,1337,1,27.4,137.3,61.0,53,2522.6415094339623
Andhra Pradesh,2019,11,551,0,37.0,4.8,55.7,53,1039.622641509434
Andhra Pradesh,2019,12,743,1,30.7,3.6,67.7,53,1401.8867924528302
Andhra Pradesh,2020,1,143,0,36.4,2.3,43.1,53,269.811320754717
Andhra Pradesh,2020,2,119,0,31.4,1.2,45.1,53,224.52830188679246
Andhra Pradesh,2020,3,78,0,30.5,9.4,47.7,53,147.16981132075472
Andhra Pradesh,2020,4,86,0,26.5,1.6,42.0,53,162.26415094339623
Andhra Pradesh,2020,5,108,0,32.0,1.3,46.8,53,203.77358490566039
Andhra Pradesh,2020,6,367,0,31.1,33.8,59.9,53,692.4528301886793
Andhra Pradesh,2020,7,549,1,28.4,296.2,70.3,53,1035.8490566037735
Andhra Pradesh,2020,8,900,2,24.7,75.2,78.8,53,1698.1132075471698
Andhra Pradesh,2020,9,568,0,30.9,207.6,72.6,53,1071.698113207547
Andhra Pradesh,2020,10,909,1,28.9,200.7,78.0,53,1715.0943396226417
Andhra Pradesh,2020,11,984,2,23.2,24.0,47.6,53,1856.6037735849059
Andhra Pradesh,2020,12,438,0,33.6,4.2,67.3,53,826.4150943396226
Andhra Pradesh,2021,1,88,0,37.6,16.4,60.7,53,166.03773584905662
Andhra Pradesh,2021,2,174,0,36.4,5.1,41.7,53,328.3018867924528
Andhra Pradesh,2021,3,106,0,37.3,2.1,28.9,53,200.0
Andhra Pradesh,2021,4,160,0,38.5,3.5,48.3,53,301.8867924528302
Andhra Pradesh,2021,5,99,0,31.7,6.4,58.2,53,186.7924528301887
Andhra Pradesh,2021,6,466,0,35.8,2.9,34.5,53,879.2452830188679
Andhra Pradesh,2021,7,523,1,30.9,231.3,79.7,53,986.7924528301886
Andhra Pradesh,2021,8,1263,2,30.7,266.3,56.4,53,2383.0188679245284
Andhra Pradesh,2021,9,1531,2,27.0,118.9,58.5,53,2888.679245283019
Andhra Pradesh,2021,10,933,2,26.8,285.4,76.0,53,1760.377358490566
Andhra Pradesh,2021,11,714,1,30.9,1.8,30.8,53,1347.1698113207547
Andhra Pradesh,2021,12,277,0,39.4,2.2,59.5,53,522.6415094339623
Andhra Pradesh,2022,1,111,0,29.1,30.6,78.4,53,209.43396226415098
Andhra Pradesh,2022,2,81,0,32.7,3.0,44.5,53,152.83018867924528
Andhra Pradesh,2022,3,156,0,40.1,1.8,69.4,53,294.33962264150944
Andhra Pradesh,2022,4,105,0,26.0,13.0,51.2,53,198.11320754716982
Andhra Pradesh,2022,5,93,0,34.3,9.8,34.3,53,175.47169811320757
Andhra Pradesh,2022,6,520,1,42.0,4.1,28.8,53,981.132075471698
Andhra Pradesh,2022,7,405,0,33.8,118.7,79.4,53,764.1509433962265
Andhra Pradesh,2022,8,859,1,21.8,186.1,74.7,53,1620.754716981132
Andhra Pradesh,2022,9,1133,1,32.9,220.1,98.9,53,2137.735849056604
Andhra Pradesh,2022,10,843,1,19.9,129.4,67.8,53,1590.566037735849
Andhra Pradesh,2022,11,961,1,28.1,0.4,53.0,53,1813.2075471698113
Andhra Pradesh,2022,12,428,0,31.1,5.5,49.1,53,807.5471698113208
Andhra Pradesh,2023,1,96,0,24.6,3.8,61.8,53,181.13207547169813
Andhra Pradesh,2023,2,142,0,28.7,14.5,54.2,53,267.92452830188677
Andhra Pradesh,2023,3,170,0,35.4,6.1,28.8,53,320.7547169811321
Andhra Pradesh,2023,4,104,0,31.5,3.8,63.1,53,196.22641509433961
Andhra Pradesh,2023,5,111,0,25.5,4.2,54.5,53,209.43396226415098
Andhra Pradesh,2023,6,321,0,36.6,1.0,70.6,53,605.6603773584906
Andhra Pradesh,2023,7,516,1,29.4,202.6,77.2,53,973.5849056603774
Andhra Pradesh,2023,8,1338,1,30.9,161.6,77.5,53,2524.528301886792
Andhra Pradesh,2023,9,1472,2,25.0,129.2,82.6,53,2777.3584905660377
Andhra Pradesh,2023,10,705,0,29.7,123.8,80.6,53,1330.188679245283
Andhra Pradesh,2023,11,641,1,30.5,1.6,20.0,53,1209.433962264151
Andhra Pradesh,2023,12,532,0,30.6,5.5,44.5,53,1003.7735849056604
Andhra Pradesh,2024,1,111,0,37.2,21.6,46.6,53,209.43396226415098
Andhra Pradesh,2024,2,114,0,28.6,4.9,47.3,53,215.0943396226415
Andhra Pradesh,2024,3,82,0,27.6,27.8,71.3,53,154.7169811320755
Andhra Pradesh,2024,4,138,0,27.1,14.5,59.7,53,260.37735849056605
Andhra Pradesh,2024,5,156,0,26.0,3.6,38.3,53,294.33962264150944
Andhra Pradesh,2024,6,391,0,30.0,20.4,39.9,53,737.7358490566038
Andhra Pradesh,2024,7,907,1,32.7,72.4,66.6,53,1711.3207547169811
Andhra Pradesh,2024,8,656,0,27.3,55.4,63.4,53,1237.735849056604
Andhra Pradesh,2024,9,1467,2,30.9,203.9,91.8,53,2767.9245283018868
Andhra Pradesh,2024,10,1120,1,25.8,392.0,72.2,53,2113.2075471698113
Andhra Pradesh,2024,11,782,1,31.8,7.0,55.1,53,1475.4716981132076
Andhra Pradesh,2024,12,757,1,33.9,16.0,48.0,53,1428.301886792453
Telangana,2015,1,59,0,33.6,11.9,48.6,38,155.26315789473685
Telangana,2015,2,82,0,31.9,5.4,46.3,38,215.78947368421052
Telangana,2015,3,42,0,29.4,35.7,51.3,38,110.5263157894737
Telangana,2015,4,62,0,32.4,19.5,35.7,38,163.1578947368421
Telangana,2015,5,62,0,35.9,6.4,39.3,38,163.1578947368421
Telangana,2015,6,368,1,30.0,28.1,30.1,38,968.421052631579
Telangana,2015,7,671,0,33.4,152.4,65.3,38,1765.7894736842106
Telangana,2015,8,1339,1,26.6,219.9,61.9,38,3523.684210526316
Telangana,2015,9,1654,2,29.2,209.7,57.9,38,4352.631578947368
Telangana,2015,10,887,1,31.3,70.6,75.1,38,2334.2105263157896
Telangana,2015,11,408,1,33.0,3.3,33.6,38,1073.6842105263158
Telangana,2015,12,392,0,25.7,0.6,38.1,38,1031.578947368421
Telangana,2016,1,66,0,34.0,3.0,20.0,38,173.6842105263158
Telangana,2016,2,89,0,31.0,34.0,47.6,38,234.21052631578948
Telangana,2016,3,71,0,32.2,0.1,58.4,38,186.8421052631579
Telangana,2016,4,156,0,25.4,13.2,79.8,38,410.5263157894737
Telangana,2016,5,84,0,32.0,9.2,67.7,38,221.0526315789474
Telangana,2016,6,327,0,25.9,7.2,69.3,38,860.5263157894736
Telangana,2016,7,825,2,23.3,92.0,74.2,38,2171.052631578947
Telangana,2016,8,634,1,22.5,282.7,67.4,38,1668.4210526315792
Telangana,2016,9,907,2,28.5,484.2,75.7,38,2386.842105263158
Telangana,2016,10,949,1,28.6,97.4,91.3,38,2497.3684210526317
Telangana,2016,11,468,1,31.6,5.0,36.7,38,1231.578947368421
Telangana,2016,12,270,0,34.2,31.7,38.7,38,710.5263157894738
Telangana,2017,1,148,0,31.8,3.9,57.4,38,389.4736842105263
Telangana,2017,2,57,0,33.1,13.3,26.4,38,150.0
Telangana,2017,3,55,0,23.9,2.1,48.5,38,144.73684210526315
Telangana,2017,4,59,0,23.5,40.9,61.7,38,155.26315789473685
Telangana,2017,5,86,0,28.9,11.3,53.0,38,226.3157894736842
Telangana,2017,6,592,0,29.4,2.4,47.9,38,1557.8947368421052
Telangana,2017,7,448,0,31.6,72.5,71.2,38,1178.9473684210525
Telangana,2017,8,568,1,26.7,81.2,69.1,38,1494.7368421052631
Telangana,2017,9,631,1,26.1,262.7,63.6,38,1660.5263157894735
Telangana,2017,10,602,0,29.5,222.5,88.9,38,1584.2105263157896
Telangana,2017,11,328,0,32.6,0.1,45.0,38,863.1578947368421
Telangana,2017,12,345,0,28.3,14.5,64.1,38,907.8947368421053
Telangana,2018,1,119,0,38.8,11.8,44.0,38,313.15789473684214
Telangana,2018,2,137,0,38.4,1.7,56.3,38,360.5263157894737
Telangana,2018,3,90,0,23.7,8.7,45.2,38,236.84210526315786
Telangana,2018,4,84,0,35.8,7.3,20.5,38,221.0526315789474
Telangana,2018,5,62,0,23.9,3.0,50.7,38,163.1578947368421
Telangana,2018,6,474,1,31.6,20.2,41.0,38,1247.3684210526314
Telangana,2018,7,657,1,29.8,256.5,85.4,38,1728.9473684210527
Telangana,2018,8,782,0,26.2,466.5,76.0,38,2057.894736842105
Telangana,2018,9,684,1,22.8,135.9,79.0,38,1800.0
Telangana,2018,10,961,2,20.9,456.6,83.9,38,2528.947368421053
Telangana,2018,11,509,0,29.3,1.2,53.0,38,1339.4736842105265
Telangana,2018,12,481,1,29.5,28.6,66.8,38,1265.7894736842104
Telangana,2019,1,59,0,33.3,3.2,42.0,38,155.26315789473685
Telangana,2019,2,85,0,36.9,3.1,54.8,38,223.6842105263158
Telangana,2019,3,134,0,36.3,18.1,64.1,38,352.6315789473684
Telangana,2019,4,88,0,37.3,10.5,41.9,38,231.57894736842107
Telangana,2019,5,87,0,34.2,6.1,63.1,38,228.9473684210526
Telangana,2019,6,614,1,29.5,26.4,29.2,38,1615.7894736842106
Telangana,2019,7,877,2,26.9,42.4,86.2,38,2307.894736842105
Telangana,2019,8,929,2,25.3,94.9,71.8,38,2444.736842105263
Telangana,2019,9,1054,1,22.7,42.0,85.0,38,2773.684210526316
Telangana,2019,10,560,0,31.5,158.5,78.1,38,1473.6842105263158
Telangana,2019,11,562,0,34.2,0.5,60.2,38,1478.9473684210525
Telangana,2019,12,408,0,36.7,7.9,53.0,38,1073.6842105263158
Telangana,2020,1,97,0,30.0,2.0,42.5,38,255.26315789473685
Telangana,2020,2,78,0,29.5,0.2,51.4,38,205.26315789473685
Telangana,2020,3,117,0,27.4,9.1,30.0,38,307.89473684210526
Telangana,2020,4,113,0,37.6,13.5,34.1,38,297.3684210526316
Telangana,2020,5,66,0,35.4,32.9,56.3,38,173.6842105263158
Telangana,2020,6,680,1,33.9,16.8,78.0,38,1789.4736842105265
Telangana,2020,7,715,1,30.5,237.1,81.4,38,1881.5789473684208
Telangana,2020,8,816,1,23.8,303.9,75.8,38,2147.3684210526317
Telangana,2020,9,934,1,25.5,241.6,83.6,38,2457.894736842105
Telangana,2020,10,1148,1,29.3,133.4,62.6,38,3021.052631578947
Telangana,2020,11,536,0,35.4,14.1,75.2,38,1410.5263157894735
Telangana,2020,12,342,0,24.6,41.4,34.5,38,900.0
Telangana,2021,1,113,0,25.7,24.7,56.2,38,297.3684210526316
Telangana,2021,2,112,0,30.8,10.7,49.3,38,294.7368421052631
Telangana,2021,3,82,0,27.3,2.1,65.9,38,215.78947368421052
Telangana,2021,4,87,0,30.9,1.1,70.4,38,228.9473684210526
Telangana,2021,5,146,0,33.4,2.2,36.5,38,384.2105263157895
Telangana,2021,6,757,1,27.0,11.3,65.5,38,1992.1052631578948
Telangana,2021,7,701,2,27.8,135.5,87.2,38,1844.736842105263
Telangana,2021,8,1237,3,29.5,111.4,64.1,38,3255.263157894737
Telangana,2021,9,647,1,28.7,155.8,90.2,38,1702.6315789473686
Telangana,2021,10,942,2,22.5,131.9,76.3,38,2478.947368421053
Telangana,2021,11,697,1,31.6,3.1,49.1,38,1834.2105263157894
Telangana,2021,12,317,0,34.9,3.0,71.7,38,834.2105263157896
Telangana,2022,1,165,0,29.8,10.6,59.8,38,434.2105263157895
Telangana,2022,2,115,0,25.6,0.2,46.3,38,302.6315789473684
Telangana,2022,3,101,0,35.4,33.7,31.6,38,265.7894736842105
Telangana,2022,4,78,0,35.4,1.5,42.4,38,205.26315789473685
Telangana,2022,5,93,0,35.2,4.8,41.2,38,244.73684210526315
Telangana,2022,6,462,1,29.3,9.9,32.2,38,1215.7894736842104
Telangana,2022,7,703,1,26.3,275.0,82.3,38,1850.0
Telangana,2022,8,1193,2,27.4,322.9,67.3,38,3139.4736842105262
Telangana,2022,9,1015,1,26.2,202.8,76.4,38,2671.052631578947
Telangana,2022,10,1084,1,27.2,336.8,84.3,38,2852.6315789473683
Telangana,2022,11,541,1,38.5,5.4,69.7,38,1423.6842105263158
Telangana,2022,12,509,1,29.3,3.9,31.2,38,1339.4736842105265
Telangana,2023,1,73,0,37.8,1.6,42.3,38,192.10526315789474
Telangana,2023,2,88,0,41.1,0.1,74.8,38,231.57894736842107
Telangana,2023,3,69,0,28.5,16.8,61.6,38,181.57894736842107
Telangana,2023,4,150,0,33.7,9.9,45.4,38,394.7368421052631
Telangana,2023,5,68,0,33.5,5.9,62.6,38,178.94736842105263
Telangana,2023,6,553,1,31.8,4.4,49.9,38,1455.2631578947369
Telangana,2023,7,622,1,30.4,195.9,92.5,38,1636.842105263158
Telangana,2023,8,996,1,23.8,180.0,77.8,38,2621.052631578947
Telangana,2023,9,1089,1,28.1,249.7,64.3,38,2865.7894736842104
Telangana,2023,10,1290,1,28.7,116.7,68.1,38,3394.736842105263
Telangana,2023,11,827,0,34.9,12.4,47.6,38,2176.315789473684
Telangana,2023,12,699,1,21.5,41.7,31.5,38,1839.4736842105265
Telangana,2024,1,143,0,33.9,2.8,34.2,38,376.3157894736842
Telangana,2024,2,85,0,34.9,9.5,32.4,38,223.6842105263158
Telangana,2024,3,88,0,37.9,11.5,39.5,38,231.57894736842107
Telangana,2024,4,74,0,29.0,5.3,30.9,38,194.73684210526315
Telangana,2024,5,123,0,35.8,1.6,57.9,38,323.6842105263158
Telangana,2024,6,725,1,30.0,0.5,27.6,38,1907.8947368421052
Telangana,2024,7,864,2,30.0,244.4,73.8,38,2273.684210526316
Telangana,2024,8,1281,1,30.9,179.6,79.9,38,3371.052631578947
Telangana,2024,9,763,1,29.2,219.7,76.3,38,2007.8947368421052
Telangana,2024,10,2049,4,30.2,194.2,54.7,38,5392.105263157894
Telangana,2024,11,706,0,32.8,7.0,42.7,38,1857.8947368421052
Telangana,2024,12,524,1,38.4,10.4,52.0,38,1378.9473684210525
Gujarat,2015,1,94,0,28.8,9.9,50.5,64,146.875
Gujarat,2015,2,77,0,29.5,38.6,20.0,64,120.3125
Gujarat,2015,3,71,0,32.6,7.9,33.7,64,110.9375
Gujarat,2015,4,67,0,28.7,19.4,58.8,64,104.6875
Gujarat,2015,5,106,0,29.9,9.8,54.4,64,165.625
Gujarat,2015,6,280,0,29.6,10.2,61.7,64,437.5
Gujarat,2015,7,388,0,25.0,208.3,80.0,64,606.25
Gujarat,2015,8,935,2,28.0,104.9,75.2,64,1460.9375
Gujarat,2015,9,586,1,21.0,268.9,42.2,64,915.625
Gujarat,2015,10,400,0,28.8,212.7,74.0,64,625.0
Gujarat,2015,11,401,0,34.9,6.7,40.2,64,626.5625
Gujarat,2015,12,320,0,30.8,29.8,36.7,64,500.0
Gujarat,2016,1,62,0,33.9,8.0,20.8,64,96.875
Gujarat,2016,2,61,0,23.8,4.7,37.1,64,95.3125
Gujarat,2016,3,77,0,29.0,12.4,59.8,64,120.3125
Gujarat,2016,4,86,0,30.7,4.1,29.2,64,134.375
Gujarat,2016,5,59,0,33.2,4.3,46.3,64,92.1875
Gujarat,2016,6,264,0,36.6,1.4,49.6,64,412.5
Gujarat,2016,7,580,1,27.8,207.4,57.9,64,906.25
Gujarat,2016,8,1231,1,30.6,91.6,75.5,64,1923.4375
Gujarat,2016,9,1273,1,26.6,119.9,77.5,64,1989.0625
Gujarat,2016,10,1199,2,30.1,170.1,73.4,64,1873.4375
Gujarat,2016,11,1058,3,29.8,7.2,57.2,64,1653.125
Gujarat,2016,12,400,0,31.1,8.7,40.5,64,625.0
Gujarat,2017,1,75,0,35.5,1.5,64.2,64,117.1875
Gujarat,2017,2,66,0,33.1,2.9,29.5,64,103.125
Gujarat,2017,3,70,0,32.8,0.6,49.5,64,109.375
Gujarat,2017,4,116,0,32.6,7.2,88.9,64,181.25
Gujarat,2017,5,75,0,29.6,9.0,34.8,64,117.1875
Gujarat,2017,6,495,0,31.0,0.2,58.8,64,773.4375
Gujarat,2017,7,618,0,31.0,348.8,76.7,64,965.625
Gujarat,2017,8,726,1,29.9,141.6,77.0,64,1134.375
Gujarat,2017,9,497,0,28.7,251.2,64.9,64,776.5625
Gujarat,2017,10,676,1,24.8,182.4,87.1,64,1056.25
Gujarat,2017,11,616,1,30.4,4.7,34.7,64,962.5
Gujarat,2017,12,379,0,30.2,2.1,37.8,64,592.1875
Gujarat,2018,1,89,0,29.9,8.6,69.9,64,139.0625
Gujarat,2018,2,116,0,35.4,4.8,56.3,64,181.25
Gujarat,2018,3,61,0,38.7,14.1,54.6,64,95.3125
Gujarat,2018,4,66,0,33.5,12.7,48.9,64,103.125
Gujarat,2018,5,115,0,36.4,9.7,20.0,64,179.6875
Gujarat,2018,6,456,1,33.9,1.3,47.2,64,712.5
Gujarat,2018,7,481,1,28.0,328.1,72.1,64,751.5625
Gujarat,2018,8,1236,2,29.8,164.3,97.1,64,1931.25
Gujarat,2018,9,752,1,25.8,82.9,79.9,64,1175.0
Gujarat,2018,10,915,1,30.4,292.7,85.6,64,1429.6875
Gujarat,2018,11,672,1,31.8,1.5,57.5,64,1050.0
Gujarat,2018,12,553,0,31.5,20.3,45.1,64,864.0625
Gujarat,2019,1,72,0,28.2,15.3,66.8,64,112.5
Gujarat,2019,2,67,0,20.7,4.8,20.0,64,104.6875
Gujarat,2019,3,166,0,37.5,4.5,51.7,64,259.375
Gujarat,2019,4,97,0,33.2,3.3,52.2,64,151.5625
Gujarat,2019,5,222,0,31.1,9.6,51.0,64,346.875
Gujarat,2019,6,218,0,34.5,0.8,36.8,64,340.625
Gujarat,2019,7,701,0,30.1,672.0,67.9,64,1095.3125
Gujarat,2019,8,1326,3,22.6,153.5,88.4,64,2071.875
Gujarat,2019,9,980,2,25.8,170.1,75.6,64,1531.25
Gujarat,2019,10,935,2,28.0,161.5,82.9,64,1460.9375
Gujarat,2019,11,520,1,23.6,29.0,80.6,64,812.5
Gujarat,2019,12,272,0,32.8,2.7,20.0,64,425.0
Gujarat,2020,1,108,0,27.9,7.0,43.4,64,168.75
Gujarat,2020,2,122,0,36.0,27.4,53.5,64,190.625
Gujarat,2020,3,72,0,40.7,8.1,39.7,64,112.5
Gujarat,2020,4,80,0,35.9,0.9,72.6,64,125.0
Gujarat,2020,5,106,0,23.7,5.8,49.7,64,165.625
Gujarat,2020,6,585,0,35.3,2.3,45.1,64,914.0625
Gujarat,2020,7,556,0,30.1,185.2,84.4,64,868.75
Gujarat,2020,8,1003,2,27.0,82.6,76.4,64,1567.1875
Gujarat,2020,9,575,0,27.9,212.4,70.6,64,898.4375
Gujarat,2020,10,961,2,29.8,71.1,90.4,64,1501.5625
Gujarat,2020,11,371,0,28.0,1.3,52.0,64,579.6875
Gujarat,2020,12,412,0,32.9,12.8,51.3,64,643.75
Gujarat,2021,1,139,0,31.9,0.7,57.6,64,217.1875
Gujarat,2021,2,89,0,32.7,5.6,59.4,64,139.0625
Gujarat,2021,3,66,0,26.4,0.4,75.6,64,103.125
Gujarat,2021,4,81,0,28.7,29.7,62.1,64,126.5625
Gujarat,2021,5,120,0,28.9,27.2,51.0,64,187.5
Gujarat,2021,6,620,0,36.8,10.4,50.5,64,968.75
Gujarat,2021,7,588,0,24.8,191.2,98.4,64,918.75
Gujarat,2021,8,551,1,27.9,79.1,62.7,64,860.9375
Gujarat,2021,9,736,0,23.3,273.2,71.7,64,1150.0
Gujarat,2021,10,760,0,30.1,125.4,74.5,64,1187.5
Gujarat,2021,11,587,1,32.6,19.3,51.5,64,917.1875
Gujarat,2021,12,749,1,32.6,18.7,50.6,64,1170.3125
Gujarat,2022,1,88,0,33.9,39.5,60.9,64,137.5
Gujarat,2022,2,139,0,29.8,15.7,43.6,64,217.1875
Gujarat,2022,3,128,0,35.6,26.1,51.9,64,200.0
Gujarat,2022,4,114,0,27.3,6.2,31.7,64,178.125
Gujarat,2022,5,71,0,28.5,8.2,49.8,64,110.9375
Gujarat,2022,6,615,0,32.0,4.1,88.3,64,960.9375
Gujarat,2022,7,571,1,30.4,293.2,65.1,64,892.1875
Gujarat,2022,8,1404,2,26.8,103.6,54.4,64,2193.75
Gujarat,2022,9,1083,1,27.6,184.8,79.6,64,1692.1875
Gujarat,2022,10,840,1,31.1,52.6,77.5,64,1312.5
Gujarat,2022,11,630,1,29.5,2.1,49.4,64,984.375
Gujarat,2022,12,609,0,37.8,4.8,56.5,64,951.5625
Gujarat,2023,1,141,0,30.7,25.4,42.3,64,220.3125
Gujarat,2023,2,159,0,41.7,4.6,51.6,64,248.4375
Gujarat,2023,3,131,0,32.4,27.6,33.8,64,204.6875
Gujarat,2023,4,127,0,30.4,2.8,37.3,64,198.4375
Gujarat,2023,5,92,0,39.1,1.2,50.2,64,143.75
Gujarat,2023,6,455,1,21.8,17.1,56.7,64,710.9375
Gujarat,2023,7,539,1,33.4,236.2,79.0,64,842.1875
Gujarat,2023,8,1104,2,23.8,324.3,67.0,64,1725.0
Gujarat,2023,9,1223,2,30.3,253.4,72.0,64,1910.9375
Gujarat,2023,10,1341,1,30.5,227.0,71.0,64,2095.3125
Gujarat,2023,11,548,0,30.1,2.9,27.8,64,856.25
Gujarat,2023,12,419,1,30.4,8.5,20.4,64,654.6875
Gujarat,2024,1,89,0,33.1,4.0,56.3,64,139.0625
Gujarat,2024,2,135,0,33.8,4.2,40.9,64,210.9375
Gujarat,2024,3,205,0,26.7,8.1,60.9,64,320.3125
Gujarat,2024,4,78,0,33.5,20.0,66.7,64,121.875
Gujarat,2024,5,133,0,26.1,7.8,31.1,64,207.8125
Gujarat,2024,6,785,1,27.7,8.3,62.3,64,1226.5625
Gujarat,2024,7,1100,1,26.2,285.0,68.1,64,1718.75
Gujarat,2024,8,1287,3,32.0,167.6,95.1,64,2010.9375
Gujarat,2024,9,1174,2,27.4,155.0,77.8,64,1834.375
Gujarat,2024,10,869,1,27.6,113.3,84.7,64,1357.8125
Gujarat,2024,11,670,0,30.9,9.1,68.5,64,1046.875
Gujarat,2024,12,820,1,29.4,32.6,47.3,64,1281.25
Rajasthan,2015,1,91,0,31.2,1.8,58.1,77,118.18181818181819
Rajasthan,2015,2,56,0,32.4,2.7,52.6,77,72.72727272727273
Rajasthan,2015,3,46,0,32.8,11.4,49.9,77,59.74025974025974
Rajasthan,2015,4,70,0,29.2,3.6,68.4,77,90.9090909090909
Rajasthan,2015,5,98,0,28.9,1.8,42.5,77,127.27272727272727
Rajasthan,2015,6,342,0,29.3,36.9,56.5,77,444.1558441558442
Rajasthan,2015,7,381,0,24.8,227.4,85.0,77,494.80519480519484
Rajasthan,2015,8,570,1,27.2,43.0,86.4,77,740.2597402597403
Rajasthan,2015,9,463,0,28.5,318.6,66.7,77,601.2987012987013
Rajasthan,2015,10,686,1,22.6,158.3,68.7,77,890.9090909090909
Rajasthan,2015,11,606,1,31.2,5.7,27.5,77,787.012987012987
Rajasthan,2015,12,302,0,35.2,4.1,66.1,77,392.20779220779224
Rajasthan,2016,1,75,0,27.6,2.7,49.0,77,97.40259740259741
Rajasthan,2016,2,92,0,39.4,37.0,42.1,77,119.48051948051948
Rajasthan,2016,3,79,0,28.4,26.8,75.3,77,102.59740259740259
Rajasthan,2016,4,57,0,28.5,23.4,44.0,77,74.02597402597402
Rajasthan,2016,5,109,0,26.7,9.1,20.0,77,141.55844155844156
Rajasthan,2016,6,417,1,26.1,24.0,40.6,77,541.5584415584416
Rajasthan,2016,7,360,1,22.3,214.8,78.1,77,467.53246753246754
Rajasthan,2016,8,696,1,25.4,183.9,84.1,77,903.8961038961039
Rajasthan,2016,9,625,0,26.4,137.6,83.8,77,811.6883116883116
Rajasthan,2016,10,699,1,26.9,51.8,65.2,77,907.7922077922078
Rajasthan,2016,11,498,1,35.7,26.6,48.6,77,646.7532467532467
Rajasthan,2016,12,346,0,22.4,16.4,28.1,77,449.35064935064935
Rajasthan,2017,1,93,0,32.4,3.0,44.8,77,120.7792207792208
Rajasthan,2017,2,61,0,33.4,5.4,39.5,77,79.22077922077922
Rajasthan,2017,3,101,0,35.0,9.6,46.7,77,131.1688311688312
Rajasthan,2017,4,116,0,31.4,2.4,80.0,77,150.64935064935065
Rajasthan,2017,5,54,0,38.8,12.0,33.4,77,70.12987012987013
Rajasthan,2017,6,380,0,36.3,5.6,20.3,77,493.50649350649354
